Dataset; accuracy; f1_score; precision; recall; auc_roc; runs; shuffle; remove_noise; remove_noise_factor
bpi2019_converted_selection;0.8441388343156516;0.6265701870391067;0.7132521122951463;0.6158502815581569;0.9396319301302946
bpi2019_converted_selection;0.8694203864090606;0.6954128486765047;0.7966894726450786;0.656000551641999;0.933070730326811
bpi2019_converted_selection;0.854153041203401;0.6670942615242907;0.7971198601452224;0.6243102730293243;0.9263709912135598
bpi2019_converted_selection;0.8633093525179856;0.6972751121077418;0.7432264757812822;0.6850097221469256;0.9396794481129356
bpi2019_converted_selection;0.8820754716981132;0.7236517253860398;0.8337977084514991;0.6956004357665759;0.9250893677315624
bpi2019_converted_selection;0.8719309887193099;0.699837676797184;0.8087448400901046;0.67738424576914;0.9431011244113818
bpi2019_converted_selection;0.8480204342273308;0.6384224652413311;0.8225435013084952;0.6118740929211527;0.9301244477528419;10;True
bpi2019_converted_selection;0.8693259972489684;0.7148313126279848;0.7697932711387432;0.694227588975822;0.9477097202107986;10;True;True
bpi2019_converted_selection;0.8502879078694817;0.6594145430201348;0.7795192452390027;0.6632803774737809;0.9249488535481303;10;False;False
bpi2019_converted_selection;0.9170056956875509;0.8077320726769701;0.8505169373465218;0.794143813522486;0.9552788876102614;10;False;True;0.1